protein,0min,5min,15min,30min,60min,120min
IPI00165881.3_Pxn_126,-1.432122969,0.313678663,0.051477711,1.535773953,0.201192316,-0.669999673
IPI00349032.2_Asap1_1059,-1.346385873,-0.481432909,0.300971038,-0.53560287,1.506179077,0.556271537
IPI00857289.1_Wbp7_591,0.032243819,0.255562017,-1.850101524,-0.144251451,0.723249162,0.983297977
IPI00229072.2_Pml_536,-1.657229899,1.000643446,0.255092093,-0.555760066,0.020264632,0.936989794
IPI00652758.1_Tom1_486,-1.419717856,0.67399085,1.244708736,0.47865787,-0.118796318,-0.858843282
IPI00124064.3_Zdhhc5_694,-1.673944184,0.642413409,0.558773036,0.782983788,0.481991701,-0.79221775
IPI00108549.2_Sdccag3_245,-0.044346724,0.396436094,-1.91024085,0.066892035,0.551400767,0.939858678
IPI00108549.2_Sdccag3_241,-0.044346724,0.396436094,-1.91024085,0.066892035,0.551400767,0.939858678
IPI00108549.2_Sdccag3_238,-0.044346724,0.396436094,-1.91024085,0.066892035,0.551400767,0.939858678
IPI00227299.6_Vim_73,-0.596867124,0.479132636,1.085773253,-1.198046725,-0.826672771,1.056680732
IPI00118046.5_Arhgap10_710,-1.383724889,0.787933308,1.151843746,0.519028127,-0.156466989,-0.918613304
IPI00918245.2_Svil_407,0.673582123,-0.589520272,-1.252305574,-0.355696747,-0.057409489,1.58134996
IPI00762033.2_Fcho2_491,-1.527747498,0.518332042,-0.720752127,1.253578696,0.548784232,-0.072195344
IPI00223135.3_Arhgap28_63,-1.645991869,0.937822988,1.002061601,0.398582506,-0.411208277,-0.281266948
IPI00761443.2_Iqsec1_496,-1.215110867,-0.055378237,1.159276975,-0.724055669,-0.389652596,1.224920393
IPI00119965.2_Tnk2_789,-1.336410209,-0.767669825,-0.375542011,0.289560432,1.123568605,1.066493008
IPI00465749.4_Mef2a_407,0.258742638,-0.586335191,0.368677125,-0.065440819,-1.479257654,1.5036139
IPI00750217.1_Atg9a_735,-1.642296371,-0.689445813,0.83340868,0.134795027,0.377492402,0.986046074
IPI00750217.1_Atg9a_738,-1.642296371,-0.689445813,0.83340868,0.134795027,0.377492402,0.986046074
IPI00750217.1_Atg9a_741,-1.642296371,-0.689445813,0.83340868,0.134795027,0.377492402,0.986046074
IPI00119524.1_Strn4_36,-1.480833346,-0.28075861,1.130088073,0.844182002,0.491970605,-0.704648723
IPI00222813.1_Hirip3_231,-0.798037341,-1.088179787,-0.777832044,0.521221868,1.014616645,1.128210659
IPI00884460.1_Prkca_497,-0.09759948,-0.742170685,-1.525661002,0.497065694,0.689697104,1.178668369
IPI00315032.9_Mll1_1839,-1.448755111,-1.081066544,0.431835369,0.525737923,0.656626786,0.915621576
IPI00222813.1_Hirip3_234,-0.804434321,-1.092995162,-0.768856427,0.597788945,0.846611431,1.221885534
IPI00408171.4_5730419I09Rik_818,-1.848722231,1.036759844,0.467289039,-0.277368307,0.21459727,0.407444384
IPI00315032.9_Mll1_1847,-1.683817984,-0.670847072,0.280893183,0.33966845,0.958943574,0.775159848
IPI00756765.3_Ehmt2_608,-1.2477129,-1.278016368,0.312696746,0.674242195,0.961185485,0.577604842
IPI00875550.1_Ube2o_1196,-1.122361526,-1.099167482,0.464462582,1.175022134,-0.32798721,0.910031502
IPI00387361.1_Tmem176b_253,-1.905012685,0.371740153,0.29025942,0.526841032,0.912375089,-0.196203009
IPI00396802.1_Chd4_1528,-1.083552205,0.316471608,-1.396725944,0.856525995,0.959245398,0.348035148
IPI00177200.1_Scarf2_694,-1.171203142,-1.209836235,-0.140363127,0.728395301,0.955157463,0.837849739
IPI00122054.1_Gpn1_314,-1.601763693,1.419175933,-0.457166831,0.249554379,0.386000264,0.004199948
IPI00417155.1_Eif4g3_432,-1.723709884,-0.462487204,-0.091865988,0.772166447,0.94838003,0.557516598
IPI00380770.2_Atf7ip_501,-0.210981037,-0.328040912,-1.660110742,0.395978919,0.508240252,1.294913521
IPI00118923.2_Ppp1r11_106,-1.378430273,-1.124931808,0.888683039,0.72054971,0.697838816,0.196290516
IPI00118046.5_Arhgap10_591,-1.548763422,-0.555121531,0.080843547,0.022106843,0.623454026,1.377480538
IPI00969808.1_Zfp263_312,-1.790290687,1.234066832,0.046683097,0.168311141,0.473279255,-0.132049637
IPI00623069.5_Mll3_1483,-1.735297141,-0.101818801,-0.092668721,1.076409351,0.899449471,-0.046074159
IPI00480432.2_Rab11fip5_356,-1.623907056,0.986621574,1.066598093,0.04065766,-0.499355309,0.029385036
IPI00459443.5_Tnks1bp1_564,-1.778539333,1.304915897,0.084127516,0.132367637,0.323930768,-0.066802485
IPI00551112.7_Tanc2_1460,-1.886880456,1.074009972,0.279201675,0.292742349,0.336692605,-0.095766146
IPI00268673.6_Mtor_2481,-1.248875178,-0.32705389,0.785888296,-0.685455029,-0.022953619,1.49844942
IPI00268673.6_Mtor_2478,-1.154607353,-0.735538918,0.743513076,-0.622103714,0.32677339,1.441963518
IPI00117454.1_Eps15_816,-1.557952028,-0.821418278,0.238303513,0.414958088,1.16251477,0.563593935
IPI00346104.7_Mast4_1368,-1.788052266,0.138435682,1.153758502,-0.063289348,-0.102668034,0.661815464
IPI00126248.3_Acly_455,-1.160163188,-1.306731317,0.086295762,0.611185471,0.890552112,0.87886116
IPI00828325.1_Pcm1_93,-1.448696246,1.221994446,0.795940971,0.158453802,0.128398673,-0.856091646
IPI00469712.3_Smarca2_599,-0.836770842,0.018845128,-1.157788814,-0.232515529,0.621009958,1.587220099
IPI00380722.1_Bat2_1220,-1.678409642,-0.18493449,0.397220961,1.121225346,0.753109004,-0.408211178
IPI00330039.3_Srgap3_858,-1.94301518,-0.08190991,0.737112628,0.593465155,0.548900908,0.145446399
IPI00338998.1_Fsd1_486,-1.941176306,0.209024093,0.975852063,0.401172946,0.2545663,0.100560905
IPI00117454.1_Eps15_561,-1.506017124,-0.188243691,0.123265629,-0.444876774,0.532805946,1.483066014
IPI00319830.7_Spnb2_2327,-1.355874422,0.181749754,0.315268686,-0.456567519,-0.331114281,1.646537782
IPI00551482.3_Rbbp6_245,-1.958795957,0.667914061,0.135090187,0.006566333,0.436125778,0.713099599
IPI00551482.3_Rbbp6_246,-1.958795957,0.667914061,0.135090187,0.006566333,0.436125778,0.713099599
IPI00551482.3_Rbbp6_247,-1.958795957,0.667914061,0.135090187,0.006566333,0.436125778,0.713099599
IPI00551482.3_Rbbp6_248,-1.958795957,0.667914061,0.135090187,0.006566333,0.436125778,0.713099599
IPI00752794.2_Fam193a_674,-1.596504212,-0.163206898,-0.539428155,1.084448122,0.938849765,0.275841377
IPI00453781.5_A430105I19Rik_138,-1.661269803,0.685408507,0.870847736,0.705226663,0.108885814,-0.709098918
IPI00153375.1_Pdlim2_137,-1.333229486,0.637085128,-0.729997048,-0.099160657,0.017459794,1.507842268
IPI00271998.4_2310057M21Rik_423,-1.767842223,-0.568641294,0.952086923,0.523163018,0.443850572,0.417383004
IPI00381495.5_Ccdc6_321,-0.872699393,0.247539224,-1.311617375,-0.096631647,0.580776953,1.452632238
IPI00128425.3_Gorasp1_220,-1.87948963,0.151823088,1.017933828,0.414187703,0.458460711,-0.162915699
IPI00929759.1_Srbd1_107,-1.237168263,-1.208313593,0.046260507,0.766218267,0.608159335,1.024843747
IPI00929759.1_Srbd1_108,-1.237168263,-1.208313593,0.046260507,0.766218267,0.608159335,1.024843747
IPI00929759.1_Srbd1_110,-1.237168263,-1.208313593,0.046260507,0.766218267,0.608159335,1.024843747
IPI00676243.2_Mtap1a_2010,-1.30915858,-0.157179174,-0.03047492,-0.564948437,0.392181243,1.669579868
IPI00676243.2_Mtap1a_2006,-1.339430692,-0.175390227,-0.047359399,-0.488036313,0.379721914,1.670494718
IPI00762033.2_Fcho2_494,-1.856959005,0.066645281,0.950638607,-0.137485256,0.759895969,0.217264405
IPI00221621.2_Cdc16_560,-1.598795942,-0.802629486,0.374182406,0.389191712,1.10759864,0.53045267
IPI00395037.2_Khnyn_355,-1.875267734,0.745306927,0.885810105,-0.203872391,0.249532817,0.198490275
IPI00153206.2_Wdr20a_432,-1.854607576,-0.157513822,1.067699755,0.570829748,0.18516606,0.188425836
IPI00656285.2_Foxk1_209,-1.841220231,0.608421141,0.047001864,0.299137717,1.057722416,-0.171062907
IPI00465761.5_Arhgef17_456,-1.566333574,0.675697247,0.352887201,-0.521201556,-0.223240959,1.28219164
IPI00316682.2_Golga5_116,-1.630533904,-0.69064805,0.276315294,0.502061687,0.355575127,1.187229846
IPI00420527.2_C77080_17,-1.676105511,0.703933827,0.912921744,0.594479345,0.159632547,-0.694861951
IPI00856302.1_Palld_782,-1.638661534,1.40817033,0.451223459,0.19351031,-0.157134285,-0.25710828
IPI00676243.2_Mtap1a_2422,-1.583478124,1.511809343,0.019606135,0.08754562,0.297180237,-0.332663211
IPI00828306.2_Trio_2579,-1.782191925,0.659457685,0.746704925,0.793628519,0.030259474,-0.44785868
IPI00136284.1_Rnf11_25,-1.848936318,-0.330055458,0.969070151,0.233969915,0.522747517,0.453204195
IPI00890880.1_Nab2_157,-1.852573074,-0.098084676,0.763963829,0.944087075,0.285593144,-0.042986298
IPI00357145.5_Irf2bp2_375,-1.619142078,0.53422666,1.234995789,0.469674389,-0.03137765,-0.588377109
IPI00654133.1_E130112L23Rik_1472,-1.827895932,-0.354256573,0.228948568,0.463924617,1.024531425,0.464747896
IPI00463136.4_Rps6kb2_453,-0.533912266,-0.933141703,-0.744170096,-0.093052968,0.59227695,1.712000083
IPI00379844.4_Irs2_303,-0.520113963,0.114814992,-1.014009678,-0.35291141,-0.112177235,1.884397294
IPI00677756.1_Ahnak2_652,-1.640780292,0.33430433,1.233841312,0.589652371,0.051630372,-0.568648093
IPI00409176.1_Cast_324,-1.598262289,-0.856309681,0.402128891,0.685367238,0.954099662,0.41297618
IPI00282069.8_Crtc2_502,-1.397453375,0.496721245,1.573641264,0.071382331,-0.227292506,-0.516998958
IPI00123162.1_AI597479_197,-1.730831965,0.621753164,0.681930435,0.442142237,0.684244501,-0.699238372
IPI00378438.6_Tns1_1054,-1.57785712,-0.398309158,-0.267304736,1.343043744,0.261648303,0.638778967
IPI00944724.1_Ttc28_2283,-1.767644221,-0.36665317,0.036997812,0.303590618,1.036079728,0.757629234
IPI00459443.5_Tnks1bp1_1022,-1.405020526,-0.288371418,1.312574659,0.748100494,0.360786622,-0.72806983
IPI00938499.1_N4bp1_560,-1.845963594,-0.102070576,0.930712193,0.700762691,0.453746716,-0.137187429
IPI00465879.2_Zc3hc1_394,-1.821620501,-0.411515868,0.637539584,0.501461072,0.904745808,0.189389904
IPI00165881.3_Pxn_132,-1.945823009,0.33479779,0.039536207,0.865754243,0.578210405,0.127524364
IPI00848818.1_Mtap4_254,-1.747750207,-0.220747436,0.362174676,-0.239270465,0.872242902,0.97335053
IPI00378438.6_Tns1_1118,-1.861110045,0.479725462,0.849374141,0.601572743,0.297173086,-0.366735387
IPI00221723.1_Wasf2_298,-1.68606279,0.141021618,1.312704578,0.436573267,0.216204878,-0.420441551
IPI00323820.4_Mcm2_25,-1.313973062,-1.243956227,0.403412296,0.686490824,0.819119336,0.648906833
IPI00172126.2_Lbh_63,-1.893677638,0.083995718,0.80353685,0.568062957,0.632927973,-0.19484586
IPI00108774.1_Rad23b_160,-1.652676444,-0.15251279,1.054606358,0.801704239,0.468994405,-0.520115769
IPI00118895.1_Sntb2_211,-1.465933682,-0.399736819,-0.630467004,0.553931209,0.746561568,1.195644728
IPI00648042.1_Zcchc11_176,-1.94446588,0.064296579,0.474656583,0.683783691,0.722536319,-0.000807293
IPI00119799.1_Bcl2l11_55,-1.842028259,0.528998227,0.991727678,0.539146782,0.011828833,-0.22967326
IPI00227299.6_Vim_72,-0.746566824,-1.015731182,1.182363494,-0.444071262,-0.291567741,1.315573517
IPI00153421.1_Dync1li1_513,-1.55861349,-0.437342852,0.529631241,0.900474972,1.033923603,-0.468073473
IPI00890869.1_Sema4c_761,-1.542650184,-0.691747028,-0.015751154,1.223005554,0.756691331,0.270451481
IPI00119799.1_Bcl2l11_65,-1.848650132,0.543018939,0.97693295,0.533182395,0.016152987,-0.22063714
IPI00139795.2_Rplp2_79,-1.645084459,-0.528046234,0.286917062,-0.076687818,0.990692702,0.972208747
IPI00749917.3_Stard9_3696,-1.9720428,0.526478409,0.665386605,0.602251402,0.009613662,0.168312723
IPI00749917.3_Stard9_3701,-1.9720428,0.526478409,0.665386605,0.602251402,0.009613662,0.168312723
IPI00894741.1_Edc4_725,-1.845356245,0.757281417,0.824034617,0.47573909,0.110271178,-0.321970057
IPI00915485.1_Myo9b_2002,-1.785444465,0.189508104,1.083853143,0.610847184,0.284927501,-0.383691468
IPI00123162.1_AI597479_193,-1.541495077,-0.688975268,1.252054748,0.591397783,0.473528713,-0.086510899
IPI00113079.2_Mapkapk2_9,-1.606208142,0.767299017,-0.742836566,0.001613394,0.914825555,0.665306742
IPI00882371.1_Ubr5_1549,-1.883423923,-0.121029117,0.12576563,0.257286736,0.666508197,0.954892477
IPI00109212.3_Snx2_104,-1.736807973,0.304677434,1.170660563,0.552564213,0.148160589,-0.439254827
IPI00123191.2_Prr14_307,-1.518565739,-0.865282378,0.029872689,0.728207843,1.027948136,0.597819449
IPI00460291.2_Sun2_12,-1.968538258,0.103301569,0.586905652,0.679290225,0.553358455,0.045682357
IPI00676243.2_Mtap1a_2044,-1.782254179,0.776944601,0.951365086,0.427380058,-0.010010643,-0.363424922
IPI00656285.2_Foxk1_243,-1.98613417,-0.026583478,0.436348044,0.672851279,0.411365876,0.49215245
IPI00762331.2_Cobll1_770,-1.780558072,0.149947465,1.129336818,0.521590825,0.350024548,-0.370341585
IPI00113079.2_Mapkapk2_16,-1.583694549,-0.169182292,-0.500780188,0.196061309,1.197939846,0.859655873
IPI00752794.2_Fam193a_683,-1.584418509,-0.428958849,0.55516431,1.066444692,-0.429959005,0.821727361
IPI00553798.2_Ahnak_3022,-1.733640464,-0.240818158,0.182011765,0.234111736,0.215981713,1.342353407
IPI00377615.2_Phf3_660,-1.915143857,0.241652128,0.905122039,0.598302895,-0.117642007,0.287708803
IPI00830159.1_Rad23a_92,-1.635340236,-0.79839204,0.316455994,0.542280977,0.95137917,0.623616135
IPI00230394.5_Lmnb1_21,-1.737441838,-0.491133494,0.553863245,0.786426643,0.902578583,-0.01429314
IPI00130529.1_Fgd1_714,-1.717003057,-0.481378507,0.981832208,0.787435824,0.482937429,-0.053823897
IPI00314755.5_Hn1_85,-1.683357306,-0.627700131,0.659849292,0.18306085,0.398171782,1.069975512
IPI00652304.2_Daxx_524,-1.976711369,-0.066369023,0.503943258,0.582897838,0.614651372,0.341587924
IPI00331361.2_Mybbp1a_1280,-1.833697796,-0.184469507,-0.067989693,0.583598796,1.00571246,0.496845739
IPI00762599.1_Tsc22d2_587,-1.892361399,-0.36525025,0.489785205,0.542011205,0.595828438,0.629986801
IPI00918245.2_Svil_453,-2.008777552,0.128813021,0.474757173,0.269783803,0.515515262,0.619908294
IPI00938479.1_Wdr81_1570,-1.971092652,0.449994372,0.74539758,0.518876146,0.293441654,-0.036617101
IPI00118895.1_Sntb2_188,-1.740048614,-0.070005403,-0.108127897,0.639200156,0.035684448,1.24329731
IPI00405836.2_Sh3bp4_131,-1.571689664,-0.843332393,0.271355903,0.337669814,0.895390425,0.910605915
IPI00177200.1_Scarf2_695,-1.875165036,-0.138669742,0.632456364,-0.073322635,0.70419931,0.750501738
IPI00623969.2_Radil_432,-1.629159097,-0.173447203,-0.167288563,-0.115233663,0.818274319,1.266854207
IPI00720036.1_Mprip_622,-1.78743142,-0.529647692,0.621073123,0.664560824,0.803168025,0.22827714
IPI00652304.2_Daxx_516,-1.942062022,-0.198593207,0.363595334,0.601105022,0.63265458,0.543300293
IPI00123709.1_Akap12_890,-1.422332415,-0.981907744,0.036971111,0.537640367,0.75887669,1.070751991
IPI00480497.1_Trim47_591,-1.852644632,-0.231079264,-0.010955558,0.5318211,0.852469374,0.710388979
IPI00225483.1_Bmf_200,-1.917605493,-0.135432001,0.595433703,0.770253853,0.58902175,0.098328188
IPI00918245.2_Svil_248,-1.859179429,-0.214168973,0.551808004,0.895269466,0.625766537,0.000504394
IPI00762081.1_Rufy3_27,-2.02694936,0.338666616,0.511731424,0.217758671,0.416739908,0.542052741
IPI00788494.1_Mrc2_1455,-1.89722899,0.791560018,0.595398148,-0.296487488,0.458703761,0.348054551
IPI00380331.1_Ppp2r5d_81,-1.94388097,-0.033228879,0.508778096,0.224967222,0.359213663,0.884150868
IPI00923108.1_NA_949,-1.969300592,0.381374042,0.596336891,-0.040964691,0.308877827,0.723676524
IPI00654406.3_C78339_45,-1.988559326,0.022063911,0.330652067,0.567980929,0.680639754,0.387222666
IPI00283876.6_Lcmt1_247,-1.841792362,-0.454456942,0.517971612,0.395743189,0.589626481,0.792908022
IPI00223759.2_Vps26b_304,-1.975558559,0.696161504,-0.048265115,0.337901068,0.550591258,0.439169845
IPI00169768.1_Wipf1_330,-1.983079747,0.294093385,0.798572405,0.098711777,0.295736839,0.495965341
IPI00165789.2_Apbb1ip_532,-1.813145961,0.15592611,-0.097446374,0.066464092,0.491069707,1.197132426
IPI00311490.4_Phip_674,-1.923895466,-0.280904904,0.574225172,0.49532825,0.578605949,0.556640998
IPI00454015.2_Sugp1_336,-1.873873223,-0.397005216,0.518549047,0.448212556,0.578444459,0.725672379
IPI00851023.3_Macf1_5468,-1.990386838,0.227728349,0.622392627,0.296398327,0.143348705,0.70051883
IPI00134747.4_Toe1_349,-1.925282865,-0.262565226,0.406650785,0.62456014,0.578763226,0.57787394
IPI00113563.3_Ptk2_952,-1.746559734,-0.358695887,-0.067566389,0.585864779,0.466487048,1.120470184
IPI00874995.2_Aak1_115,-1.67180496,-0.655454196,0.116203815,0.444639798,0.837775624,0.928639918
IPI00132418.1_Srp14_45,-1.520032469,-0.953005332,0.333272726,0.429347526,0.747719177,0.962698372
IPI00229300.2_Epb4.1l3_428,-1.660444947,-0.652775589,0.239838305,0.259148691,0.754793946,1.059439593
IPI00321407.6_Cul4a_10,-1.958293398,-0.115876606,0.448080444,0.464794818,0.406655223,0.754639519
IPI00223714.5_Hist1h1e_36,-1.082693963,-0.238868802,-0.681838013,-0.267538209,0.562907807,1.70803118
IPI00121733.1_Nr4a1_239,-1.208842453,-0.220520593,0.044298384,-0.874872282,0.839237295,1.42069965
IPI00752108.1_Ctnnd1_320,0.810927165,0.183513401,-0.163209304,-0.203435396,1.108007989,-1.735803855
IPI00221566.3_Htatsf1_697,1.088112911,-0.597154988,-1.597304652,0.317922246,0.892284989,-0.103860506
IPI00330804.4_Hsp90aa1_252,1.457004681,0.886372962,-0.280773115,-1.123532895,-0.076221148,-0.862850485
IPI00673693.1_Zc3h18_58,0.248401429,1.186211709,0.951026893,-1.031155081,-1.245639703,-0.108845247
IPI00625995.1_Gatad2a_110,1.633076162,0.182683028,0.229026074,0.070581429,-1.008356079,-1.107010614
IPI00314352.1_Pkd2_806,-0.035923384,1.089793427,1.025761528,0.187548908,-0.856421674,-1.410758805
IPI00676243.2_Mtap1a_1985,0.082813553,1.579524288,-0.223626581,-0.161949949,0.257986618,-1.53474793
IPI00123624.8_2610301G19Rik_612,1.053403583,1.070115663,-1.199043412,-0.321611734,0.413526545,-1.016390646
IPI00130529.1_Fgd1_710,-1.407682638,-0.631684363,1.142256016,1.125737232,-0.011268586,-0.217357661
IPI00830613.1_Epb4.1l1_578,1.524262215,0.100479114,0.281627203,-1.578730043,-0.307263879,-0.020374609
IPI00116202.1_2900092E17Rik_142,1.39435176,0.248143028,0.722188012,-1.067119727,-0.152760767,-1.144802306
IPI00116202.1_2900092E17Rik_147,1.39435176,0.248143028,0.722188012,-1.067119727,-0.152760767,-1.144802306
IPI00116202.1_2900092E17Rik_137,1.39435176,0.248143028,0.722188012,-1.067119727,-0.152760767,-1.144802306
IPI00108338.1_Mcm3_725,0.95160162,0.592878548,0.500949798,-1.296348541,0.500364326,-1.249445751
IPI00117132.2_Plekhf1_249,0.533661805,1.742814269,-0.589419341,-0.080611905,-0.673689463,-0.932755365
IPI00117132.2_Plekhf1_243,0.571778858,1.683364966,-0.614782444,0.044616262,-0.701371076,-0.983606566
IPI00678133.3_Inf2_1203,1.367998977,0.270174198,0.325797089,0.389571585,-1.295293753,-1.058248096
IPI00133032.5_Ccdc43_137,0.976938596,0.16516061,0.570352849,-0.721850876,-1.653164257,0.662563078
IPI00226311.2_Tnrc6b_913,1.291634825,0.860486793,-0.128590848,-1.203355622,-1.03869634,0.218521193
IPI00331266.1_Wwox_12,0.040855443,-0.279987666,-0.114693176,1.90166096,-0.989058832,-0.55877673
IPI00331266.1_Wwox_14,-0.090149647,0.290580975,-0.161615763,1.773667687,-1.121730895,-0.690752358
IPI00761677.1_Gtpbp1_44,1.909183547,-0.337593508,-0.874050959,-0.331384154,0.204371602,-0.570526528
IPI00761677.1_Gtpbp1_47,1.909183547,-0.337593508,-0.874050959,-0.331384154,0.204371602,-0.570526528
IPI00874321.1_Hnrnpc_306,1.760791687,-1.208403737,-0.388249822,-0.37762027,-0.141503504,0.354985646
IPI00954606.1_5830433M19Rik_183,1.687388559,-0.269400088,-0.149669275,0.516453745,-1.207276021,-0.577496919
IPI00338745.4_Hmgn1_95,-0.413499494,-0.447498192,-0.42181796,-1.182332452,1.147587157,1.317560941
IPI00123709.1_Akap12_615,0.744285729,-1.060836035,0.581272156,-1.231503036,1.190092681,-0.223311496
IPI00123219.1_Sept4_325,0.363489326,-0.56723804,-0.730662271,-1.21234816,0.728289957,1.418469188
IPI00625430.4_Med12_636,0.44280597,0.114617261,-1.602445056,-0.338241946,1.450525374,-0.067261603
IPI00750217.1_Atg9a_828,0.133180009,-0.276803671,1.871368135,-0.792499094,-0.878857017,-0.056388362
IPI00415385.1_Bclaf1_387,0.133673806,0.184728248,-0.885809144,-1.386376708,1.384735623,0.569048174
IPI00116498.1_Ywhaz_207,0.785529958,0.82930887,-1.426664109,-0.903255379,0.899886413,-0.184805753
IPI00274030.3_Srsf8_601,1.094475609,0.103980766,-1.085938512,-0.509344244,-0.867861057,1.264687439
IPI00120886.3_Ybx1_165,-0.176799471,0.931101417,-1.644847825,1.142147164,0.047571761,-0.299173047
IPI00227720.3_Dek_247,-0.537302877,-0.671045448,1.518981808,0.780894011,0.065867801,-1.157395296
IPI00227720.3_Dek_248,-0.537302877,-0.671045448,1.518981808,0.780894011,0.065867801,-1.157395296
IPI00227720.3_Dek_255,-0.537302877,-0.671045448,1.518981808,0.780894011,0.065867801,-1.157395296
IPI00742275.1_Kdm2a_28,0.176071088,1.550340394,-1.313099683,0.327369733,0.109105451,-0.849786982
IPI00225616.3_Dennd2a_356,-0.05982874,1.610980195,-0.826957146,-0.066549645,-1.193873805,0.536229142
IPI00458039.3_Mdn1_4827,-0.344330569,0.19106428,1.938126202,-0.505066279,-0.554544873,-0.72524876
IPI00133977.3_Nap1l4_121,1.399601224,0.237881649,0.539764985,-1.423365683,-0.814573045,0.060690869
IPI00944159.1_Safb_235,-0.021386439,-0.795575311,1.920105274,-0.016199859,-0.754199835,-0.332743831
